Customer_ID,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
CUS_0x1135,Baertleinc,22.0,897-95-1425,Journalist,83358.3,6896.525,5,3,5,3,"Auto Loan, Auto Loan",6.0,6,2,6,Good,727.88,32.0305137,30.51666667,No,169.9360048,230.8067163,Low_spent_Medium_value_payments,551.4097789,2
CUS_0x1136,Stevenk,21.875,894-06-9872,Entrepreneur,37360.94,2864.411667,10,5,33,5,"Home Equity Loan, Auto Loan, Debt Consolidation Loan, Mortgage Loan",43.0,12,10,11,Standard,1271.23,32.38339318,11.54166667,Desconocido,93.34174657,144.4386035,Low_spent_Small_value_payments,290.6902699,0
CUS_0x1138,Prodhanx,43.75,832-92-6672,Lawyer,154868.24,13051.68667,2,5,10,0,Sin_prestamo,14.625,3,4,4,Good,242.75,35.04719873,29.63888889,No,0.0,596.714948,High_spent_Large_value_payments,1008.892579,0
CUS_0x1139,Copleyp,32.0,952-67-5462,Scientist,94991.82,8144.985,7,6,13,0,Sin_prestamo,17.625,19,21,6,Standard,1320.61,30.53242501,26.16666667,Yes,0.0,384.6310249,High_spent_Large_value_payments,694.8674751,1
CUS_0x113e,Ransdell Piersono,44.25,542-14-0249,Manager,34476.68,2715.056667,6,7,24,8,"Personal Loan, Student Loan, Personal Loan, Mortgage Loan, Student Loan, Auto Loan, Debt Consolidation Loan",36.5,17,5,11,Bad,1976.63,33.14547902,11.20833333,Yes,171.1757589,155.9877405,Low_spent_Large_value_payments,208.494069,0
CUS_0x1140,Jennifer Sabal,30.75,141-17-2233,Accountant,7621.8,914.15,6,10,28,6,"Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, Mortgage Loan, Payday Loan, Auto Loan",17.75,19,29,13,Bad,4128.98,31.80466297,6.652777778,Yes,24.90626336,57.08274961,Low_spent_Small_value_payments,284.890274,1
CUS_0x1144,Douwet,42.0,720-70-0565,Doctor,135851.24,11418.93667,4,4,18,2,"Home Equity Loan, Auto Loan",28.75,18,11,10,Standard,695.12,36.99883522,24.86904762,Yes,206.5571936,404.4625734,High_spent_Large_value_payments,782.1238996,1
CUS_0x1145,Blenkinsopr,23.125,426-31-9194,Teacher,17975.32,1444.943333,6,5,32,9,"Student Loan, Payday Loan, Mortgage Loan, Home Equity Loan, Payday Loan, Payday Loan, Credit-Builder Loan",61.0,25,9,12,Bad,1263.1,34.73366395,12.125,Yes,76.45032459,118.0444354,Low_spent_Small_value_payments,229.9995734,0
CUS_0x114a,Valetkevitchu,42.5,133-89-5234,Developer,15305.46,1230.455,0,7,2,2,"Student Loan, Home Equity Loan",14.125,2,11,0,Good,642.42,34.33295597,15.45833333,No,20.30165387,98.97972172,Low_spent_Small_value_payments,298.7211672,1
CUS_0x114b,Hephero,36.75,978-19-7269,Entrepreneur,107118.96,9104.58,5,7,5,3,"Payday Loan, Auto Loan",23.625,9,6,2,Standard,1049.33,30.57485268,30.53571429,Yes,139.5659898,385.9312483,High_spent_Medium_value_payments,647.4607619,1
CUS_0x1151,Hopkinsv,40.75,587-07-3210,Journalist,17692.27,1335.355833,6,5,29,6,"Payday Loan, Auto Loan, Home Equity Loan, Auto Loan, Personal Loan, Auto Loan",35.625,24,28,8,Bad,3762.64,29.64293626,11.125,Yes,78.44723488,91.09249908,Low_spent_Medium_value_payments,242.4081125,0
CUS_0x1152,Gellerv,28.5,330-02-2598,Accountant,31316.47,2510.705833,0,2,6,2,"Payday Loan, Personal Loan",12.375,5,6,1,Good,800.89,36.1498889,18.20833333,No,30.8219797,152.0983564,High_spent_Small_value_payments,348.1620461,2
CUS_0x1154,Jessica Wohlp,40.25,848-35-0776,Developer,7645.095,632.09125,9,9,19,5,"Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, Payday Loan",43.375,15,21,10,Bad,2869.83,30.65823249,11.96666667,Yes,17.48785105,41.11846079,Low_spent_Small_value_payments,283.3528132,1
CUS_0x1155,Wohld,41.0,189-76-0870,Developer,158483.48,12927.95667,2,1,6,3,"Home Equity Loan, Payday Loan, Personal Loan",1.875,2,4,5,Good,471.82,32.84752826,27.95833333,No,347.5354596,622.3136684,High_spent_Large_value_payments,712.7409873,2
CUS_0x1156,Angela Moonq,24.375,877-50-9125,Entrepreneur,10060.015,1103.334583,3,9,17,6,"Student Loan, Student Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan",17.625,12,9,13,Standard,1971.81,32.28365542,10.53571429,Yes,32.28432277,80.95166864,Low_spent_Small_value_payments,278.7060202,0
CUS_0x115c,Ryan Vlastelicar,19.14285714,956-28-3067,Engineer,41695.76,3401.646667,6,7,15,9,"Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan, Credit-Builder Loan, Student Loan, Mortgage Loan, Debt Consolidation Loan, Mortgage Loan",24.125,22,27,8,Bad,4453.51,34.35635622,8.208333333,Yes,302.8057257,103.029816,High_spent_Large_value_payments,190.579125,1
CUS_0x1168,Philipm,41.75,773-33-0379,Writer,76440.52,6647.043333,0,4,9,2,"Mortgage Loan, Student Loan",8.5,3,11,4,Good,998.47,33.62778752,20.47619048,No,328.4059961,537.4489303,High_spent_Small_value_payments,305.5056933,2
CUS_0x1169,Janeman Latulb,33.42857143,352-87-0792,Lawyer,115324.62,9772.385,2,5,8,4,"Credit-Builder Loan, Payday Loan, Student Loan, Student Loan",7.0,6,5,3,Good,1316.45,38.02860266,23.60714286,No,199.2512598,419.7093462,High_spent_Medium_value_payments,619.527894,2
CUS_0x117d,Evat,23.625,812-62-8349,Media_Manager,70779.18,5861.265,1,4,9,4,"Student Loan, Student Loan, Debt Consolidation Loan",13.5,1,3,4,Good,1340.31,31.35813053,21.14285714,No,131.3483116,310.3399593,High_spent_Medium_value_payments,405.6882291,1
CUS_0x117f,Kevinj,51.0,082-69-3410,Scientist,93847.86,7599.655,3,4,12,3,"Mortgage Loan, Credit-Builder Loan, Home Equity Loan",13.875,8,11,2,Standard,1405.22,33.44708472,16.16666667,No,196.7267019,318.0151086,High_spent_Large_value_payments,475.5188574,1
CUS_0x1182,Conor Humphriesk,23.5,117-62-4809,Musician,176696.88,14359.41821,5,7,12,4,"Debt Consolidation Loan, Home Equity Loan, Payday Loan",4.25,8,4,4,Good,433.68,35.60671108,16.875,No,735.8264367,570.1020833,High_spent_Large_value_payments,1038.166511,2
CUS_0x1183,Barlyna,22.0,972-42-3182,Mechanic,134393.73,10944.4775,1,3,12,2,"Credit-Builder Loan, Mortgage Loan",13.125,2,11,1,Good,945.29,36.20163707,25.375,No,136.0306305,397.3360456,High_spent_Medium_value_payments,814.831074,2
CUS_0x1184,Cohenq,49.0,963-76-2464,Lawyer,19867.475,1396.622917,3,5,11,3,"Student Loan, Mortgage Loan, Payday Loan",9.25,9,6,4,Good,707.29,30.56385832,32.375,No,42.60688196,60.52844929,Low_spent_Small_value_payments,309.0269604,2
